Binomial,Range,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel
Rattus lutreolus,260764539041.381,Rattus,Muridae,Rodentia,106,440.2920833,LC,Omnivore
Rattus marmosurus,93655513931.6489,Rattus,Muridae,Rodentia,217,534.7590667,LC,Herbivore
Rattus mindorensis,5016035372.06069,Rattus,Muridae,Rodentia,156.8354333,534.7590667,LC,Omnivore
Rattus mollicomulus,159211626.647919,Rattus,Muridae,Rodentia,63.85388804,534.7590667,VU,Omnivore
Rattus montanus,345896931.850643,Rattus,Muridae,Rodentia,136,534.7590667,EN,Omnivore
Rattus mordax,51171652393.6317,Rattus,Muridae,Rodentia,230,534.7590667,LC,Omnivore
Rattus morotaiensis,22281507824.0637,Rattus,Muridae,Rodentia,148.25,534.7590667,LC,Omnivore
Rattus niobe,110059949369.248,Rattus,Muridae,Rodentia,45.07,534.7590667,LC,Omnivore
Rattus nitidus,3665292885950.36,Rattus,Muridae,Rodentia,100.02,534.7590667,LC,Omnivore
Rattus norvegicus,18826152772365.4,Rattus,Muridae,Rodentia,282.89,594.0375,LC,Carnivore
Rattus novaeguineae,34947820268.1698,Rattus,Muridae,Rodentia,133,534.7590667,LC,Omnivore
Rattus omichlodes,290237587.023083,Rattus,Muridae,Rodentia,70.02,534.7590667,DD,Omnivore
Rattus osgoodi,6032165364.09317,Rattus,Muridae,Rodentia,93,534.7590667,LC,Omnivore
Rattus palmarum,1092555735.64095,Rattus,Muridae,Rodentia,491,534.7590667,VU,Omnivore
Rattus pelurus,2348927586.32356,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus pococki,65226683050.9211,Rattus,Muridae,Rodentia,46,534.7590667,LC,Omnivore
Rattus praetor,310739948841.688,Rattus,Muridae,Rodentia,194.43,534.7590667,LC,Omnivore
Rattus pyctoris,1957430214519.81,Rattus,Muridae,Rodentia,136,534.7590667,LC,Omnivore
Rattus ranjiniae,55873444.6014526,Rattus,Muridae,Rodentia,120,534.7590667,EN,Omnivore
Rattus rattus,28316841869554.8,Rattus,Muridae,Rodentia,142.68,546.1994,LC,Omnivore
Rattus richardsoni,6974601349.6353,Rattus,Muridae,Rodentia,64.29,534.7590667,VU,Omnivore
Rattus salocco,1400137082.4249,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus satarae,3126117577.44697,Rattus,Muridae,Rodentia,63.85388804,534.7590667,VU,Omnivore
Rattus simalurensis,1831204915.07358,Rattus,Muridae,Rodentia,127,534.7590667,EN,Omnivore
Rattus sordidus,258375978343.382,Rattus,Muridae,Rodentia,157.5,534.7590667,LC,Omnivore
Rattus steini,234808036425.314,Rattus,Muridae,Rodentia,151.17,534.7590667,LC,Omnivore
Rattus stoicus,261766267.539472,Rattus,Muridae,Rodentia,323,534.7590667,VU,Omnivore
Rattus tanezumi,9717400029035.58,Rattus,Muridae,Rodentia,140.84,534.7590667,LC,Omnivore
Rattus tawitawiensis,396302144.090988,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus timorensis,381320031.353314,Rattus,Muridae,Rodentia,156.8354333,534.7590667,DD,Omnivore
Rattus tiomanicus,1495112482538.41,Rattus,Muridae,Rodentia,119.29,534.7590667,LC,Omnivore
Rattus tunneyi,762535618688.315,Rattus,Muridae,Rodentia,169.29,534.7590667,LC,Omnivore
Rattus vandeuseni,2014706645.94152,Rattus,Muridae,Rodentia,67.24,534.7590667,EN,Omnivore
Rattus verecundus,152812926437.564,Rattus,Muridae,Rodentia,97.02,534.7590667,LC,Omnivore
Rattus villosissimus,2155750144389.03,Rattus,Muridae,Rodentia,221.76,534.7590667,LC,Omnivore
Rattus xanthurus,15866833722.8772,Rattus,Muridae,Rodentia,303,534.7590667,NT,Herbivore
Ratufa affinis,1335699565166.81,Ratufa,Sciuridae,Rodentia,1155.82,2327.157917,NT,Herbivore
Ratufa bicolor,2557025456080.27,Ratufa,Sciuridae,Rodentia,1609.08,2327.157917,NT,Herbivore
Ratufa indica,355292136820.054,Ratufa,Sciuridae,Rodentia,1060,2327.157917,LC,Omnivore
Ratufa macroura,31799488834.56,Ratufa,Sciuridae,Rodentia,1326.24,2327.157917,NT,Omnivore
Redunca fulvorufula,1044828941985.17,Redunca,Bovidae,Cetartiodactyla,29352.66,1914.52065,EN,Herbivore
Redunca redunca,5901393232282.88,Redunca,Bovidae,Cetartiodactyla,43288.95,2261.72,LC,Herbivore
Reithrodon auritus,1191445428700.19,Reithrodon,Cricetidae,Rodentia,79.73,589.3882991,LC,Herbivore
Reithrodon typicus,309301237417.379,Reithrodon,Cricetidae,Rodentia,50,589.3882991,LC,Herbivore
Reithrodontomys bakeri,4888351663.83255,Reithrodontomys,Cricetidae,Rodentia,15.87621084,202.795,EN,Herbivore
Reithrodontomys brevirostris,20841434857.0303,Reithrodontomys,Cricetidae,Rodentia,12.9,202.795,LC,Herbivore
Reithrodontomys burti,51583308562.6884,Reithrodontomys,Cricetidae,Rodentia,20,202.795,DD,Herbivore
Reithrodontomys chrysopsis,53802406852.1143,Reithrodontomys,Cricetidae,Rodentia,19,202.795,LC,Herbivore
Reithrodontomys creper,12286379715.1208,Reithrodontomys,Cricetidae,Rodentia,22.8,202.795,LC,Herbivore
Reithrodontomys darienensis,43587412741.5792,Reithrodontomys,Cricetidae,Rodentia,12.99,202.795,LC,Herbivore
Reithrodontomys fulvescens,2632629722720.9,Reithrodontomys,Cricetidae,Rodentia,11.55,202.795,LC,Omnivore
Reithrodontomys gracilis,325050230288.821,Reithrodontomys,Cricetidae,Rodentia,12.47,202.795,LC,Herbivore
Reithrodontomys hirsutus,9699533064.34229,Reithrodontomys,Cricetidae,Rodentia,20,202.795,VU,Herbivore
Reithrodontomys humulis,1296370654182.71,Reithrodontomys,Cricetidae,Rodentia,8.25,297.4414083,LC,Omnivore
Reithrodontomys megalotis,5116788755953.31,Reithrodontomys,Cricetidae,Rodentia,10.72,202.795,LC,Omnivore
Reithrodontomys mexicanus,540022717770.123,Reithrodontomys,Cricetidae,Rodentia,15.71,202.795,LC,Herbivore
Reithrodontomys microdon,77649984186.0458,Reithrodontomys,Cricetidae,Rodentia,20,202.795,LC,Herbivore
Reithrodontomys montanus,1846897398836.49,Reithrodontomys,Cricetidae,Rodentia,10.9,202.795,LC,Omnivore
Reithrodontomys paradoxus,236339841.020373,Reithrodontomys,Cricetidae,Rodentia,15.87621084,202.795,DD,Herbivore
Reithrodontomys raviventris,906148550.434978,Reithrodontomys,Cricetidae,Rodentia,10.95,202.795,EN,Herbivore
Reithrodontomys rodriguezi,1719802410.51539,Reithrodontomys,Cricetidae,Rodentia,23.21800602,202.795,LC,Herbivore
Reithrodontomys sumichrasti,328552258277.017,Reithrodontomys,Cricetidae,Rodentia,19,202.795,LC,Herbivore
Reithrodontomys tenuirostris,13659636147.0159,Reithrodontomys,Cricetidae,Rodentia,20,202.795,VU,Herbivore
Reithrodontomys zacatecae,211192084055.048,Reithrodontomys,Cricetidae,Rodentia,11,202.795,LC,Herbivore
Rhabdomys pumilio,3275619876890.61,Rhabdomys,Muridae,Rodentia,40.73,455.9852,LC,Omnivore
Rhagomys longilingua,2294231020.11275,Rhagomys,Cricetidae,Rodentia,21.2,589.3882991,LC,Omnivore
Rhagomys rufescens,119221132501.199,Rhagomys,Cricetidae,Rodentia,21.2,589.3882991,NT,Omnivore
Rheithrosciurus macrotis,732598545460.939,Rheithrosciurus,Sciuridae,Rodentia,1353.27,2015.755102,VU,Herbivore
Rheomys mexicanus,4237406490.47975,Rheomys,Cricetidae,Rodentia,40,589.3882991,EN,Insectivore
Rheomys raptor,12331440021.1019,Rheomys,Cricetidae,Rodentia,38,589.3882991,LC,Insectivore
Rheomys thomasi,24193656043.6065,Rheomys,Cricetidae,Rodentia,40,589.3882991,NT,Carnivore
Rheomys underwoodi,5344814736.89516,Rheomys,Cricetidae,Rodentia,36.8046878,589.3882991,LC,Insectivore
Rhinolophus acuminatus,1077274569613.02,Rhinolophus,Rhinolophidae,Chiroptera,12.1,2726.53565,LC,Insectivore
Rhinolophus adami,312018959.751939,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus affinis,5505761924391.53,Rhinolophus,Rhinolophidae,Chiroptera,13.7,2726.53565,LC,Insectivore
Rhinolophus alcyone,2625737466295.13,Rhinolophus,Rhinolophidae,Chiroptera,18.62,2726.53565,LC,Insectivore
Rhinolophus arcuatus,352720811365.117,Rhinolophus,Rhinolophidae,Chiroptera,8.98,2937.38135,LC,Insectivore
Rhinolophus beddomei,186306708727.369,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus blasii,3410469758161.89,Rhinolophus,Rhinolophidae,Chiroptera,10.29,3285,LC,Insectivore
Rhinolophus bocharicus,924906686302.302,Rhinolophus,Rhinolophidae,Chiroptera,15.05,2726.53565,LC,Insectivore
Rhinolophus borneensis,743699489527.291,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus canuti,5517140676.58261,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,VU,Insectivore
Rhinolophus capensis,242616926578.8,Rhinolophus,Rhinolophidae,Chiroptera,12.87,2726.53565,LC,Insectivore
Rhinolophus celebensis,308233828388.377,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus clivosus,3660087245607.37,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus coelophyllus,426055556502.922,Rhinolophus,Rhinolophidae,Chiroptera,7.07,2937.38135,LC,Insectivore
Rhinolophus cognatus,2760783346.05791,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,EN,Insectivore
Rhinolophus convexus,7650718544.08391,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus creaghi,161673082404.084,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus darlingi,1359694633911.92,Rhinolophus,Rhinolophidae,Chiroptera,8.94,2937.38135,LC,Insectivore
Rhinolophus deckenii,158200093365.008,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,NT,Insectivore
Rhinolophus denti,1704313391758.51,Rhinolophus,Rhinolophidae,Chiroptera,6.3,2937.38135,LC,Insectivore
Rhinolophus eloquens,711905590745.251,Rhinolophus,Rhinolophidae,Chiroptera,19.15,2726.53565,LC,Insectivore
Rhinolophus euryale,2891416143947.22,Rhinolophus,Rhinolophidae,Chiroptera,9.25,3285,NT,Insectivore
Rhinolophus euryotis,878068703284.474,Rhinolophus,Rhinolophidae,Chiroptera,14.3,2726.53565,LC,Insectivore
Rhinolophus ferrumequinum,9747305411939.64,Rhinolophus,Rhinolophidae,Chiroptera,22.59,3285,LC,Insectivore
Rhinolophus formosae,30583725346.9319,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,NT,Insectivore
Rhinolophus fumigatus,8362979953214.32,Rhinolophus,Rhinolophidae,Chiroptera,13.09,2726.53565,LC,Insectivore
Rhinolophus guineensis,180710347473.901,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,VU,Insectivore
Rhinolophus hilli,122032714.443763,Rhinolophus,Rhinolophidae,Chiroptera,13.6,2726.53565,CR,Insectivore
Rhinolophus hillorum,26578060933.6741,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,NT,Insectivore
Rhinolophus hipposideros,6258775830846.42,Rhinolophus,Rhinolophidae,Chiroptera,4.57,2589.7627,LC,Insectivore
Rhinolophus inops,137806442283.056,Rhinolophus,Rhinolophidae,Chiroptera,13.65,2726.53565,LC,Insectivore
Rhinolophus keyensis,53599189959.0545,Rhinolophus,Rhinolophidae,Chiroptera,6.26,2937.38135,DD,Insectivore
Rhinolophus landeri,12121963633795.5,Rhinolophus,Rhinolophidae,Chiroptera,9.39,2937.38135,LC,Insectivore
Rhinolophus lepidus,3509104566114.89,Rhinolophus,Rhinolophidae,Chiroptera,5.46,2937.38135,LC,Insectivore
Rhinolophus luctus,6782397628825.27,Rhinolophus,Rhinolophidae,Chiroptera,34.07,2726.53565,LC,Insectivore
Rhinolophus maclaudi,8188631079.74895,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,EN,Insectivore
Rhinolophus macrotis,2338402388383.2,Rhinolophus,Rhinolophidae,Chiroptera,6.18,2937.38135,LC,Insectivore
Rhinolophus madurensis,4927496351.293,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,VU,Insectivore
Rhinolophus maendeleo,2698270803.37799,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus malayanus,1538877153046.88,Rhinolophus,Rhinolophidae,Chiroptera,6.73,2937.38135,LC,Insectivore
Rhinolophus marshalli,652656746368.228,Rhinolophus,Rhinolophidae,Chiroptera,5.02,2937.38135,LC,Insectivore
Rhinolophus megaphyllus,876538651171.263,Rhinolophus,Rhinolophidae,Chiroptera,10.17,2726.53565,LC,Insectivore
Rhinolophus mehelyi,1974524592223.54,Rhinolophus,Rhinolophidae,Chiroptera,14.03,3285,VU,Insectivore
Rhinolophus mitratus,94801892.510477,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus montanus,71281841.2352927,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,EN,Insectivore
Rhinolophus nereis,1538190419.59523,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus osgoodi,135467808.728846,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus paradoxolophus,421957774288.581,Rhinolophus,Rhinolophidae,Chiroptera,8.17,2937.38135,LC,Insectivore
Rhinolophus pearsonii,3176330249667.28,Rhinolophus,Rhinolophidae,Chiroptera,11.55,2726.53565,LC,Insectivore
Rhinolophus philippinensis,247505546794.322,Rhinolophus,Rhinolophidae,Chiroptera,10.91,2726.53565,LC,Insectivore
Rhinolophus pusillus,3927851174195.79,Rhinolophus,Rhinolophidae,Chiroptera,5.15,2937.38135,LC,Insectivore
Rhinolophus rex,52810670891.7665,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus robinsoni,47297551546.2164,Rhinolophus,Rhinolophidae,Chiroptera,8.54,2937.38135,NT,Insectivore
Rhinolophus rouxii,864096202068.461,Rhinolophus,Rhinolophidae,Chiroptera,12.25,1051.1426,LC,Insectivore
Rhinolophus rufus,34730176087.8661,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,NT,Insectivore
Rhinolophus ruwenzorii,24862804512.5122,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,VU,Insectivore
Rhinolophus sakejiensis,306916045.886356,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus sedulus,805437730098.36,Rhinolophus,Rhinolophidae,Chiroptera,8.74,2937.38135,NT,Insectivore
Rhinolophus shameli,766458644855.074,Rhinolophus,Rhinolophidae,Chiroptera,9.61,2937.38135,LC,Insectivore
Rhinolophus shortridgei,1728416902012.5,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus siamensis,310607577740.885,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus silvestris,136275249088.203,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus simulator,1911291868126.49,Rhinolophus,Rhinolophidae,Chiroptera,8.13,2937.38135,LC,Insectivore
Rhinolophus sinicus,2168997105326.7,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus stheno,2203369310192.33,Rhinolophus,Rhinolophidae,Chiroptera,7.92,2937.38135,LC,Insectivore
Rhinolophus subbadius,76243171958.5481,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,LC,Insectivore
Rhinolophus subrufus,217835515077.25,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,DD,Insectivore
Rhinolophus swinnyi,1347758540070.54,Rhinolophus,Rhinolophidae,Chiroptera,7.07,2937.38135,LC,Insectivore
Rhinolophus thomasi,1407378205773.68,Rhinolophus,Rhinolophidae,Chiroptera,8.26,2937.38135,LC,Insectivore
Rhinolophus trifoliatus,1344638628631.23,Rhinolophus,Rhinolophidae,Chiroptera,15.16,2726.53565,LC,Insectivore
Rhinolophus virgo,281698634645.645,Rhinolophus,Rhinolophidae,Chiroptera,6.06,2937.38135,LC,Insectivore
Rhinolophus yunanensis,401249248044.37,Rhinolophus,Rhinolophidae,Chiroptera,19.33,2726.53565,LC,Insectivore
Rhinolophus ziama,2475403198.44413,Rhinolophus,Rhinolophidae,Chiroptera,11.14952381,2726.53565,EN,Insectivore
Rhinonicteris aurantia,747485662247.25,Rhinonicteris,Hipposideridae,Chiroptera,8.99,1834.2256,LC,Insectivore
Rhinophylla alethina,125700978941.306,Rhinophylla,Phyllostomidae,Chiroptera,9.59,2064.27635,NT,Herbivore
Rhinophylla fischerae,4564653784909.74,Rhinophylla,Phyllostomidae,Chiroptera,9.6,2064.27635,LC,Herbivore
Rhinophylla pumilio,8334315241814.93,Rhinophylla,Phyllostomidae,Chiroptera,9.58,2064.27635,LC,Omnivore
Rhinopithecus avunculus,10209638277.7356,Rhinopithecus,Cercopithecidae,Primates,9086.19,3650,CR,Herbivore
Rhinopithecus bieti,29673801724.8375,Rhinopithecus,Cercopithecidae,Primates,11000.54,4015,EN,Herbivore
Rhinopithecus brelichi,502964472.187622,Rhinopithecus,Cercopithecidae,Primates,12267.15,3650,EN,Herbivore
Rhinopithecus roxellana,310252178995.174,Rhinopithecus,Cercopithecidae,Primates,13456.8,4745,EN,Omnivore
Rhinopoma hardwickii,16942937466819.9,Rhinopoma,Rhinopomatidae,Chiroptera,13.1,1888.065371,LC,Insectivore
Rhinopoma microphyllum,7150685156768.79,Rhinopoma,Rhinopomatidae,Chiroptera,28.02,1888.065371,LC,Insectivore
Rhinopoma muscatellum,447124573125.601,Rhinopoma,Rhinopomatidae,Chiroptera,9.13,2070.531028,LC,Insectivore
Rhinosciurus laticaudatus,911388225775.791,Rhinosciurus,Sciuridae,Rodentia,230.3,1384.121263,NT,Omnivore
Rhipidomys austrinus,138614186704.068,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhipidomys cariri,6378582515.24278,Rhipidomys,Cricetidae,Rodentia,76.24098976,589.3882991,DD,Omnivore
Rhipidomys caucensis,39005861651.3434,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,DD,Omnivore
Rhipidomys couesi,144541232682.056,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhipidomys emiliae,698505618971.816,Rhipidomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Rhipidomys fulviventer,52004661210.4801,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhipidomys gardneri,152165929794.822,Rhipidomys,Cricetidae,Rodentia,76.24098976,589.3882991,LC,Omnivore
Rhipidomys latimanus,157706168689.255,Rhipidomys,Cricetidae,Rodentia,57.5,589.3882991,LC,Omnivore
Rhipidomys leucodactylus,4402209312446.26,Rhipidomys,Cricetidae,Rodentia,80,589.3882991,LC,Omnivore
Rhipidomys macconnelli,189757686191.721,Rhipidomys,Cricetidae,Rodentia,41.59,589.3882991,LC,Omnivore
Rhipidomys macrurus,1565931640730.53,Rhipidomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Rhipidomys mastacalis,633285531726.643,Rhipidomys,Cricetidae,Rodentia,100,766.22453,LC,Omnivore
Rhipidomys modicus,74242523927.3382,Rhipidomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Rhipidomys nitela,1447250079321.34,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhipidomys ochrogaster,7579274269.61132,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,DD,Omnivore
Rhipidomys venezuelae,172678317983.22,Rhipidomys,Cricetidae,Rodentia,89.99,589.3882991,LC,Omnivore
Rhipidomys venustus,8414418413.26547,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhipidomys wetzeli,138914107973.426,Rhipidomys,Cricetidae,Rodentia,89,589.3882991,LC,Omnivore
Rhizomys pruinosus,2359273988940.07,Rhizomys,Spalacidae,Rodentia,2450,2113.949682,LC,Herbivore
Rhizomys sinensis,2057627574498.69,Rhizomys,Spalacidae,Rodentia,82.495,717.7762436,LC,Herbivore
Rhizomys sumatrensis,1372330120908.27,Rhizomys,Spalacidae,Rodentia,2500,2113.949682,LC,Herbivore
Rhogeessa aeneus,144231539776.937,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,LC,Insectivore
Rhogeessa alleni,261934220477.695,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,LC,Insectivore
Rhogeessa genowaysi,913218813.52835,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,EN,Insectivore
Rhogeessa gracilis,178177405691.958,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,LC,Insectivore
Rhogeessa hussoni,548595783424.42,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,DD,Insectivore
Rhogeessa io,4609642059502.69,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,LC,Insectivore
Rhogeessa minutilla,663829689321.859,Rhogeessa,Vespertilionidae,Chiroptera,3.75,2055.239876,VU,Insectivore
Rhogeessa mira,3345676581.39557,Rhogeessa,Vespertilionidae,Chiroptera,4.233333333,2055.239876,VU,Insectivore
Rhogeessa parvula,448909734076.037,Rhogeessa,Vespertilionidae,Chiroptera,4.37,2055.239876,LC,Insectivore
Rhogeessa tumida,462223486905.852,Rhogeessa,Vespertilionidae,Chiroptera,4.58,2055.239876,LC,Insectivore
Rhombomys opimus,4585909604007.88,Rhombomys,Muridae,Rodentia,285,562.5317,LC,Herbivore
Rhynchocyon cirnei,1130816357914.4,Rhynchocyon,Macroscelididae,Macroscelidea,424.92,850.77085,LC,Insectivore
Rhynchocyon petersi,31086275341.3111,Rhynchocyon,Macroscelididae,Macroscelidea,423.99,850.77085,LC,Carnivore
Rhynchogale melleri,2204394169728.47,Rhynchogale,Herpestidae,Carnivora,2240.33,1386.717125,LC,Omnivore
Rhyncholestes raphanurus,41002228233.9104,Rhyncholestes,Caenolestidae,Paucituberculata,21.94,998.6765636,NT,Omnivore
Rhynchomeles prattorum,231144759.26387,Rhynchomeles,Peramelidae,Peramelemorphia,602.2906,649.02515,EN,Omnivore
Rhynchomys banahao,61733837.0818005,Rhynchomys,Muridae,Rodentia,154.645,639.6318318,LC,Insectivore
Rhynchomys isarogensis,321271138.590211,Rhynchomys,Muridae,Rodentia,122.29,639.6318318,VU,Insectivore
Rhynchomys soricoides,4215026289.71269,Rhynchomys,Muridae,Rodentia,187,639.6318318,NT,Insectivore
Rhynchomys tapulao,61596147.0271812,Rhynchomys,Muridae,Rodentia,154.645,639.6318318,DD,Insectivore
Rhynchonycteris naso,11508828072950.4,Rhynchonycteris,Emballonuridae,Chiroptera,4.14,894.25,LC,Insectivore
Rousettus aegyptiacus,4071364748928.27,Rousettus,Pteropodidae,Chiroptera,134,1825,LC,Herbivore
Rousettus amplexicaudatus,4281498885959.09,Rousettus,Pteropodidae,Chiroptera,74.37,1776.618367,LC,Herbivore
Rousettus bidens,154150116616.976,Rousettus,Pteropodidae,Chiroptera,83.0575,1776.618367,VU,Herbivore
Rousettus celebensis,181192803127.528,Rousettus,Pteropodidae,Chiroptera,63.07,1776.618367,LC,Herbivore
